ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,PTRATIO,MEDV,CAT. MEDV,CRIM_log,TAX_log,LSTAT_log,ZN_desc,INDUS_desc,CHAS_desc,NOX_desc,RM_desc,AGE_desc,DIS_desc,RAD_desc,PTRATIO_desc,MEDV_desc,CAT. MEDV_desc,CRIM_log_desc,TAX_log_desc,LSTAT_log_desc
20.0,6.96,0,0.464,5.856,42.1,4.429,3,18.6,21.1,0,0.2617179017739708,5.41164605185504,2.6390573296152584,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
20.0,6.96,0,0.464,6.24,16.3,4.429,3,18.6,25.2,0,0.1502373183211034,5.41164605185504,2.0268315914075385,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
20.0,6.96,0,0.464,6.538,58.7,3.9175,3,18.6,24.4,0,0.1084955961532989,5.41164605185504,2.166765369851511,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
20.0,6.96,0,0.464,7.691,51.8,4.3665,3,18.6,35.2,0,0.2003906562548323,5.41164605185504,2.0255131996542803,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
31.25,6.41,0,0.447,6.758,32.9,4.0776,4,17.6,32.4,0,0.0549047651692859,5.541263545158426,1.5107219394949425,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
31.25,6.41,0,0.447,6.854,42.8,4.2673,4,17.6,32.0,0,0.0917036842102131,5.541263545158426,1.3812818192963463,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
31.25,6.41,0,0.447,7.267,49.0,4.7872,4,17.6,33.2,0,0.0995647526237456,5.541263545158426,1.9530276168241771,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
31.25,6.41,0,0.447,6.826,27.6,4.8628,4,17.6,33.1,0,0.0594663041666665,5.541263545158426,1.6409365794934714,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
31.25,6.41,0,0.447,6.482,32.1,4.1403,4,17.6,29.1,0,0.0767573166820071,5.541263545158426,2.1029138978649784,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
20.0,3.33,0,0.4429,6.812,32.2,4.1007,5,14.9,35.1,0,0.1909343598921772,5.37989735354046,1.766441661243765,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
20.0,3.33,0,0.4429,7.730500000000001,64.5,4.6947,5,14.9,36.962500000000006,0,0.0351547660743754,5.37989735354046,1.5602476682433286,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
20.0,3.33,0,0.4429,6.968,37.2,5.2447,5,14.9,35.4,0,0.0363801440927505,5.37989735354046,1.7209792871670078,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
20.0,3.33,0,0.4429,7.645,49.7,5.2119,5,14.9,36.962500000000006,0,0.0594851493347659,5.37989735354046,1.3887912413184778,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
31.25,1.21,0,0.401,7.730500000000001,24.8,5.885,1,13.6,36.962500000000006,0,0.0148984646619666,5.293304824724492,1.425515074273172,"Proportion of residential land zoned for lots over 25,000 sq.ft.",Proportion of non-retail business acres per town,Charles River dummy variable (1 if tract bounds river; 0 otherwise),Nitric oxides concentration (parts per 10 million),Average number of rooms per dwelling,Proportion of owner-occupied units built prior to 1940,Weighted distances to five Boston employment centers,Index of accessibility to radial highways,Pupil-teacher ratio by town,Median value of owner-occupied homes in $1000s,"Optional binary target column (0 = low, 1 = high)",Per capita crime rate by town (log-transformed),"Full-value property-tax rate per $10,000 (log-transformed)",% lower status of the population (log-transformed)
